ID,State,Name,Category,Income,Qualification,Eligible Courses,Preference,Minimum Qualification,Description,Type,Award Amount,Duration,Application Deadline,Selection Process
793,Tamil Nadu,Community Law Scholarship by Ambani Institute,SEBC,0,Graduation,Graduation,the all category,72% in Class 12 or equivalent,Community Law Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 42189 per year.,NGO,INR 42189,3 years,28th August 2025,Not Specified (likely Need-Based)
794,Uttar Pradesh,Merit Arts Scholarship by Dr. APJ Abdul Kalam Foundation,SEBC,500000,Post-Graduation,Ph,the all category,68% in Class 12 or equivalent,Merit Arts Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in SEBC category. The award amount is INR 7974 per year.,International,INR 7974,2 years,7th July 2025,Not Specified (likely Need-Based)
795,Delhi,Sustainability Social Sciences Scholarship by IIT Foundation,OBC,750000,Post-Graduation,Graduation,the Minority category,72% in Class 12 or equivalent,Sustainability Social Sciences Scholarship by IIT Foundation provides financial assistance to students in OBC category. The award amount is INR 50141 per year.,Corporate,INR 50141,3 years,16th August 2025,Not Specified (likely Need-Based)
796,Maharashtra,Diversity Engineering Scholarship by IIT Foundation,General,500000,HSC,Engineering,the all category,75% in Class 12 or equivalent,Diversity Engineering Scholarship by IIT Foundation provides financial assistance to students in General category. The award amount is INR 65996 per year.,Corporate,INR 65996,1 years,13th July 2025,Not Specified (likely Need-Based)
797,Rajasthan,Diversity Arts Scholarship by Tata Foundation,Minority,250000,HSC,Ph,the Minority category,85% in Class 12 or equivalent,Diversity Arts Scholarship by Tata Foundation provides financial assistance to students in Minority category. The award amount is INR 102618 per year.,Government,INR 102618,2 years,22th September 2025,Not Specified (likely Need-Based)
798,Assam,Research Entrepreneurship Scholarship by Tata Foundation,General,1000000,Diploma,Medical,the SC category,57% in Class 12 or equivalent,Research Entrepreneurship Scholarship by Tata Foundation provides financial assistance to students in General category. The award amount is INR 8729 per year.,International,INR 8729,3 years,27th August 2025,Not Specified (likely Need-Based)
799,Gujarat,Innovation Engineering Scholarship by Ambani Institute,SEBC,250000,Diploma,Diploma,the Minority category,59% in Class 12 or equivalent,Innovation Engineering Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 27860 per year.,Corporate,INR 27860,4 years,23th June 2025,Not Specified (likely Need-Based)
800,Gujarat,Empowerment Social Sciences Scholarship by IIT Foundation,OBC,0,Medical,Ph,the SC category,81% in Class 12 or equivalent,Empowerment Social Sciences Scholarship by IIT Foundation provides financial assistance to students in OBC category. The award amount is INR 57582 per year.,International,INR 57582,1 years,1th June 2025,Not Specified (likely Need-Based)
801,Rajasthan,Community Social Sciences Scholarship by Dr. APJ Abdul Kalam Foundation,SC,750000,HSC,Diploma,the OBC category,54% in Class 12 or equivalent,Community Social Sciences Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in SC category. The award amount is INR 84761 per year.,Private,INR 84761,1 years,29th August 2025,Not Specified (likely Need-Based)
802,Bihar,Merit Engineering Scholarship by Tata Foundation,ST,1500000,Ph.D.,Post-Graduation,the EWS category,63% in Class 12 or equivalent,Merit Engineering Scholarship by Tata Foundation provides financial assistance to students in ST category. The award amount is INR 95425 per year.,Government,INR 95425,1 years,13th July 2025,Not Specified (likely Need-Based)
803,Odisha,Innovation Medical Scholarship by JNU Research,ST,250000,Graduation,Post-Graduation,the SC category,67% in Class 12 or equivalent,Innovation Medical Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 76979 per year.,NGO,INR 76979,2 years,22th July 2025,Not Specified (likely Need-Based)
804,Uttar Pradesh,Merit Engineering Scholarship by Indian Education Trust,General,750000,Medical,Diploma,the General category,86% in Class 12 or equivalent,Merit Engineering Scholarship by Indian Education Trust provides financial assistance to students in General category. The award amount is INR 25267 per year.,International,INR 25267,1 years,12th August 2025,Not Specified (likely Need-Based)
805,Delhi,Excellence Entrepreneurship Scholarship by JNU Research,OBC,1000000,Graduation,Graduation,the General category,67% in Class 12 or equivalent,Excellence Entrepreneurship Scholarship by JNU Research provides financial assistance to students in OBC category. The award amount is INR 43948 per year.,Government,INR 43948,1 years,22th September 2025,Not Specified (likely Need-Based)
806,Haryana,Global Agriculture Scholarship by Indian Government,all,1000000,Post-Graduation,Diploma,the SEBC category,52% in Class 12 or equivalent,Global Agriculture Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 32431 per year.,International,INR 32431,1 years,3th July 2025,Not Specified (likely Need-Based)
807,Karnataka,Diversity Law Scholarship by Mahatma Gandhi Trust,SC,1500000,HSC,Post-Graduation,the OBC category,59% in Class 12 or equivalent,Diversity Law Scholarship by Mahatma Gandhi Trust provides financial assistance to students in SC category. The award amount is INR 141230 per year.,International,INR 141230,4 years,24th July 2025,Not Specified (likely Need-Based)
808,Telangana,Leadership Social Sciences Scholarship by JNU Research,SEBC,500000,Graduation,Graduation,the SC category,79% in Class 12 or equivalent,Leadership Social Sciences Scholarship by JNU Research provides financial assistance to students in SEBC category. The award amount is INR 116032 per year.,International,INR 116032,2 years,9th June 2025,Not Specified (likely Need-Based)
809,West Bengal,Community Medical Scholarship by JNU Research,SC,750000,Post-Graduation,Diploma,the ST category,82% in Class 12 or equivalent,Community Medical Scholarship by JNU Research provides financial assistance to students in SC category. The award amount is INR 88747 per year.,Government,INR 88747,2 years,14th July 2025,Not Specified (likely Need-Based)
810,Assam,Development Medical Scholarship by Indian Government,OBC,750000,Engineering,Graduation,the EWS category,85% in Class 12 or equivalent,Development Medical Scholarship by Indian Government provides financial assistance to students in OBC category. The award amount is INR 19519 per year.,Private,INR 19519,2 years,13th July 2025,Not Specified (likely Need-Based)
811,Kerala,Diversity Engineering Scholarship by Indian Education Trust,OBC,500000,Graduation,HSC,the SC category,83% in Class 12 or equivalent,Diversity Engineering Scholarship by Indian Education Trust provides financial assistance to students in OBC category. The award amount is INR 113930 per year.,Corporate,INR 113930,2 years,25th September 2025,Not Specified (likely Need-Based)
812,Uttar Pradesh,Community Medical Scholarship by JNU Research,ST,750000,Post-Graduation,Engineering,the EWS category,81% in Class 12 or equivalent,Community Medical Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 135110 per year.,Government,INR 135110,2 years,12th July 2025,Not Specified (likely Need-Based)
813,Uttar Pradesh,Diversity STEM Scholarship by Indian Government,General,250000,Post-Graduation,Post-Graduation,the SEBC category,90% in Class 12 or equivalent,Diversity STEM Scholarship by Indian Government provides financial assistance to students in General category. The award amount is INR 63555 per year.,Corporate,INR 63555,4 years,24th September 2025,Not Specified (likely Need-Based)
814,Karnataka,Innovation STEM Scholarship by Dr. APJ Abdul Kalam Foundation,EWS,1500000,Engineering,Medical,the SEBC category,85% in Class 12 or equivalent,Innovation STEM Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in EWS category. The award amount is INR 36556 per year.,Government,INR 36556,3 years,12th June 2025,Not Specified (likely Need-Based)
815,West Bengal,Empowerment Law Scholarship by Mahatma Gandhi Trust,SEBC,0,Post-Graduation,Ph,the ST category,82% in Class 12 or equivalent,Empowerment Law Scholarship by Mahatma Gandhi Trust provides financial assistance to students in SEBC category. The award amount is INR 87814 per year.,Government,INR 87814,2 years,12th September 2025,Not Specified (likely Need-Based)
816,Jharkhand,Community Arts Scholarship by Indian Education Trust,ST,250000,Graduation,Post-Graduation,the SEBC category,68% in Class 12 or equivalent,Community Arts Scholarship by Indian Education Trust provides financial assistance to students in ST category. The award amount is INR 144814 per year.,Government,INR 144814,4 years,9th June 2025,Not Specified (likely Need-Based)
817,Rajasthan,Research Economics Scholarship by Indian Education Trust,EWS,1000000,Graduation,Ph,the all category,50% in Class 12 or equivalent,Research Economics Scholarship by Indian Education Trust provides financial assistance to students in EWS category. The award amount is INR 140231 per year.,Private,INR 140231,2 years,23th June 2025,Not Specified (likely Need-Based)
818,Andhra Pradesh,Research Medical Scholarship by Tata Foundation,ST,250000,HSC,HSC,the SC category,75% in Class 12 or equivalent,Research Medical Scholarship by Tata Foundation provides financial assistance to students in ST category. The award amount is INR 119803 per year.,Corporate,INR 119803,2 years,29th September 2025,Not Specified (likely Need-Based)
819,Kerala,Community Entrepreneurship Scholarship by IIT Foundation,SEBC,250000,Graduation,Post-Graduation,the General category,57% in Class 12 or equivalent,Community Entrepreneurship Scholarship by IIT Foundation provides financial assistance to students in SEBC category. The award amount is INR 33662 per year.,Government,INR 33662,3 years,4th September 2025,Not Specified (likely Need-Based)
820,Punjab,Merit Agriculture Scholarship by Tata Foundation,all,750000,Graduation,Ph,the all category,74% in Class 12 or equivalent,Merit Agriculture Scholarship by Tata Foundation provides financial assistance to students in all category. The award amount is INR 128551 per year.,International,INR 128551,1 years,30th August 2025,Not Specified (likely Need-Based)
821,Kerala,Community Literature Scholarship by Dr. APJ Abdul Kalam Foundation,ST,1000000,Engineering,Medical,the SEBC category,64% in Class 12 or equivalent,Community Literature Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in ST category. The award amount is INR 142575 per year.,NGO,INR 142575,4 years,11th June 2025,Not Specified (likely Need-Based)
822,Madhya Pradesh,Leadership Engineering Scholarship by Indian Education Trust,OBC,1500000,Post-Graduation,Engineering,the SC category,87% in Class 12 or equivalent,Leadership Engineering Scholarship by Indian Education Trust provides financial assistance to students in OBC category. The award amount is INR 120959 per year.,Corporate,INR 120959,4 years,11th July 2025,Not Specified (likely Need-Based)
823,Rajasthan,Merit Economics Scholarship by Dr. APJ Abdul Kalam Foundation,EWS,250000,Medical,HSC,the EWS category,65% in Class 12 or equivalent,Merit Economics Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in EWS category. The award amount is INR 103354 per year.,International,INR 103354,4 years,21th August 2025,Not Specified (likely Need-Based)
824,Jharkhand,Youth Medical Scholarship by Indian Government,General,1000000,Graduation,Post-Graduation,the Minority category,62% in Class 12 or equivalent,Youth Medical Scholarship by Indian Government provides financial assistance to students in General category. The award amount is INR 28658 per year.,NGO,INR 28658,3 years,14th August 2025,Not Specified (likely Need-Based)
825,Tamil Nadu,Empowerment Arts Scholarship by Bharti Enterprises,General,0,Ph.D.,Graduation,the General category,74% in Class 12 or equivalent,Empowerment Arts Scholarship by Bharti Enterprises provides financial assistance to students in General category. The award amount is INR 8582 per year.,Government,INR 8582,4 years,30th September 2025,Not Specified (likely Need-Based)
826,Delhi,Research Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation,all,500000,Ph.D.,Graduation,the SEBC category,76% in Class 12 or equivalent,Research Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in all category. The award amount is INR 143626 per year.,Private,INR 143626,3 years,21th September 2025,Not Specified (likely Need-Based)
827,Kerala,Youth Literature Scholarship by Indian Government,EWS,0,Ph.D.,Graduation,the OBC category,55% in Class 12 or equivalent,Youth Literature Scholarship by Indian Government provides financial assistance to students in EWS category. The award amount is INR 84747 per year.,Private,INR 84747,4 years,8th June 2025,Not Specified (likely Need-Based)
828,West Bengal,Empowerment Economics Scholarship by Indian Government,Minority,1000000,Post-Graduation,Graduation,the SEBC category,72% in Class 12 or equivalent,Empowerment Economics Scholarship by Indian Government provides financial assistance to students in Minority category. The award amount is INR 103532 per year.,Corporate,INR 103532,1 years,28th July 2025,Not Specified (likely Need-Based)
829,Madhya Pradesh,Innovation Law Scholarship by Bharti Enterprises,OBC,1500000,Engineering,Medical,the Minority category,54% in Class 12 or equivalent,Innovation Law Scholarship by Bharti Enterprises provides financial assistance to students in OBC category. The award amount is INR 39624 per year.,Government,INR 39624,1 years,1th July 2025,Not Specified (likely Need-Based)
830,Tamil Nadu,Empowerment STEM Scholarship by Indian Education Trust,all,750000,Graduation,Graduation,the OBC category,53% in Class 12 or equivalent,Empowerment STEM Scholarship by Indian Education Trust provides financial assistance to students in all category. The award amount is INR 107026 per year.,NGO,INR 107026,1 years,22th June 2025,Not Specified (likely Need-Based)
831,Telangana,Merit Economics Scholarship by Mahatma Gandhi Trust,General,1000000,Graduation,Medical,the EWS category,58% in Class 12 or equivalent,Merit Economics Scholarship by Mahatma Gandhi Trust provides financial assistance to students in General category. The award amount is INR 72918 per year.,Government,INR 72918,2 years,21th September 2025,Not Specified (likely Need-Based)
832,Uttar Pradesh,Global Arts Scholarship by Indian Government,OBC,500000,HSC,Diploma,the OBC category,63% in Class 12 or equivalent,Global Arts Scholarship by Indian Government provides financial assistance to students in OBC category. The award amount is INR 114172 per year.,NGO,INR 114172,2 years,10th June 2025,Not Specified (likely Need-Based)
833,West Bengal,Sustainability Arts Scholarship by Indian Education Trust,SEBC,1500000,Graduation,Diploma,the EWS category,73% in Class 12 or equivalent,Sustainability Arts Scholarship by Indian Education Trust provides financial assistance to students in SEBC category. The award amount is INR 62551 per year.,Government,INR 62551,4 years,24th June 2025,Not Specified (likely Need-Based)
834,Gujarat,Merit Law Scholarship by IIT Foundation,SEBC,0,Graduation,Medical,the SEBC category,75% in Class 12 or equivalent,Merit Law Scholarship by IIT Foundation provides financial assistance to students in SEBC category. The award amount is INR 28425 per year.,International,INR 28425,4 years,2th July 2025,Not Specified (likely Need-Based)
835,Assam,Innovation STEM Scholarship by Ambani Institute,Minority,1500000,Diploma,Graduation,the EWS category,63% in Class 12 or equivalent,Innovation STEM Scholarship by Ambani Institute provides financial assistance to students in Minority category. The award amount is INR 120521 per year.,Government,INR 120521,4 years,25th June 2025,Not Specified (likely Need-Based)
836,Maharashtra,Global Economics Scholarship by Indian Education Trust,OBC,500000,Diploma,Ph,the EWS category,81% in Class 12 or equivalent,Global Economics Scholarship by Indian Education Trust provides financial assistance to students in OBC category. The award amount is INR 33066 per year.,NGO,INR 33066,2 years,11th June 2025,Not Specified (likely Need-Based)
837,Madhya Pradesh,Development Law Scholarship by Indian Government,ST,750000,Post-Graduation,Post-Graduation,the all category,57% in Class 12 or equivalent,Development Law Scholarship by Indian Government provides financial assistance to students in ST category. The award amount is INR 130580 per year.,Government,INR 130580,2 years,5th September 2025,Not Specified (likely Need-Based)
838,Tamil Nadu,Youth Arts Scholarship by Indian Science Society,SEBC,250000,Graduation,Ph,the General category,88% in Class 12 or equivalent,Youth Arts Scholarship by Indian Science Society provides financial assistance to students in SEBC category. The award amount is INR 74271 per year.,NGO,INR 74271,1 years,3th August 2025,Not Specified (likely Need-Based)
839,Telangana,Empowerment Arts Scholarship by Indian Science Society,General,750000,Diploma,Post-Graduation,the Minority category,79% in Class 12 or equivalent,Empowerment Arts Scholarship by Indian Science Society provides financial assistance to students in General category. The award amount is INR 105862 per year.,NGO,INR 105862,3 years,23th September 2025,Not Specified (likely Need-Based)
840,Maharashtra,Youth Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation,SC,1500000,Diploma,Graduation,the SC category,71% in Class 12 or equivalent,Youth Agriculture Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in SC category. The award amount is INR 54887 per year.,NGO,INR 54887,1 years,17th July 2025,Not Specified (likely Need-Based)
841,Uttar Pradesh,Innovation STEM Scholarship by IIT Foundation,SEBC,1500000,Ph.D.,Ph,the SEBC category,58% in Class 12 or equivalent,Innovation STEM Scholarship by IIT Foundation provides financial assistance to students in SEBC category. The award amount is INR 58444 per year.,Government,INR 58444,3 years,24th July 2025,Not Specified (likely Need-Based)
842,Andhra Pradesh,Community Medical Scholarship by Indian Government,all,1500000,Medical,Engineering,the EWS category,68% in Class 12 or equivalent,Community Medical Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 5535 per year.,Corporate,INR 5535,3 years,12th August 2025,Not Specified (likely Need-Based)
843,Chhattisgarh,Merit Engineering Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,0,Engineering,Ph,the all category,59% in Class 12 or equivalent,Merit Engineering Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 125982 per year.,Private,INR 125982,3 years,24th August 2025,Not Specified (likely Need-Based)
844,Jharkhand,Innovation Arts Scholarship by IIT Foundation,General,250000,Engineering,HSC,the EWS category,76% in Class 12 or equivalent,Innovation Arts Scholarship by IIT Foundation provides financial assistance to students in General category. The award amount is INR 112921 per year.,Corporate,INR 112921,3 years,22th September 2025,Not Specified (likely Need-Based)
845,Maharashtra,Global Medical Scholarship by JNU Research,ST,500000,Graduation,Engineering,the SEBC category,79% in Class 12 or equivalent,Global Medical Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 94331 per year.,Government,INR 94331,1 years,3th July 2025,Not Specified (likely Need-Based)
846,Odisha,Innovation Social Sciences Scholarship by Bharti Enterprises,all,1500000,Post-Graduation,Post-Graduation,the ST category,70% in Class 12 or equivalent,Innovation Social Sciences Scholarship by Bharti Enterprises provides financial assistance to students in all category. The award amount is INR 72030 per year.,Private,INR 72030,4 years,16th July 2025,Not Specified (likely Need-Based)
847,Rajasthan,Diversity Engineering Scholarship by Ambani Institute,EWS,500000,HSC,Diploma,the Minority category,66% in Class 12 or equivalent,Diversity Engineering Scholarship by Ambani Institute provides financial assistance to students in EWS category. The award amount is INR 47841 per year.,Private,INR 47841,3 years,16th July 2025,Not Specified (likely Need-Based)
848,Delhi,Research Entrepreneurship Scholarship by Indian Science Society,ST,500000,HSC,HSC,the General category,76% in Class 12 or equivalent,Research Entrepreneurship Scholarship by Indian Science Society provides financial assistance to students in ST category. The award amount is INR 58976 per year.,NGO,INR 58976,2 years,17th August 2025,Not Specified (likely Need-Based)
849,Maharashtra,Sustainability Social Sciences Scholarship by Tata Foundation,EWS,500000,Diploma,HSC,the SEBC category,85% in Class 12 or equivalent,Sustainability Social Sciences Scholarship by Tata Foundation provides financial assistance to students in EWS category. The award amount is INR 96722 per year.,Corporate,INR 96722,4 years,18th August 2025,Not Specified (likely Need-Based)
850,Jharkhand,Community Medical Scholarship by Tata Foundation,EWS,500000,Ph.D.,Diploma,the ST category,85% in Class 12 or equivalent,Community Medical Scholarship by Tata Foundation provides financial assistance to students in EWS category. The award amount is INR 91170 per year.,International,INR 91170,4 years,16th August 2025,Not Specified (likely Need-Based)
851,Odisha,Innovation STEM Scholarship by Indian Government,all,1000000,Diploma,HSC,the all category,87% in Class 12 or equivalent,Innovation STEM Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 5606 per year.,Corporate,INR 5606,3 years,5th August 2025,Not Specified (likely Need-Based)
852,West Bengal,Development Economics Scholarship by Tata Foundation,OBC,250000,Diploma,Graduation,the ST category,56% in Class 12 or equivalent,Development Economics Scholarship by Tata Foundation provides financial assistance to students in OBC category. The award amount is INR 59034 per year.,Private,INR 59034,1 years,16th July 2025,Not Specified (likely Need-Based)
853,Andhra Pradesh,Merit Medical Scholarship by Tata Foundation,all,750000,Graduation,HSC,the OBC category,75% in Class 12 or equivalent,Merit Medical Scholarship by Tata Foundation provides financial assistance to students in all category. The award amount is INR 95216 per year.,Corporate,INR 95216,4 years,17th August 2025,Not Specified (likely Need-Based)
854,Delhi,Community STEM Scholarship by Bharti Enterprises,EWS,0,HSC,Diploma,the ST category,72% in Class 12 or equivalent,Community STEM Scholarship by Bharti Enterprises provides financial assistance to students in EWS category. The award amount is INR 104166 per year.,Government,INR 104166,2 years,18th July 2025,Not Specified (likely Need-Based)
855,Odisha,Leadership Medical Scholarship by Indian Education Trust,ST,1000000,Graduation,Ph,the General category,86% in Class 12 or equivalent,Leadership Medical Scholarship by Indian Education Trust provides financial assistance to students in ST category. The award amount is INR 139671 per year.,Government,INR 139671,2 years,28th September 2025,Not Specified (likely Need-Based)
856,Gujarat,Community STEM Scholarship by Indian Government,Minority,750000,Medical,Engineering,the ST category,89% in Class 12 or equivalent,Community STEM Scholarship by Indian Government provides financial assistance to students in Minority category. The award amount is INR 129930 per year.,NGO,INR 129930,4 years,21th June 2025,Not Specified (likely Need-Based)
857,Karnataka,Community Engineering Scholarship by Indian Science Society,General,0,Graduation,Engineering,the ST category,70% in Class 12 or equivalent,Community Engineering Scholarship by Indian Science Society provides financial assistance to students in General category. The award amount is INR 47358 per year.,Government,INR 47358,1 years,28th September 2025,Not Specified (likely Need-Based)
858,Kerala,Youth Arts Scholarship by JNU Research,SC,1000000,Engineering,Graduation,the ST category,82% in Class 12 or equivalent,Youth Arts Scholarship by JNU Research provides financial assistance to students in SC category. The award amount is INR 113120 per year.,NGO,INR 113120,3 years,6th August 2025,Not Specified (likely Need-Based)
859,Andhra Pradesh,Youth Medical Scholarship by Ambani Institute,all,0,Diploma,Post-Graduation,the ST category,82% in Class 12 or equivalent,Youth Medical Scholarship by Ambani Institute provides financial assistance to students in all category. The award amount is INR 69469 per year.,NGO,INR 69469,2 years,3th June 2025,Not Specified (likely Need-Based)
860,Uttar Pradesh,Research STEM Scholarship by Indian Science Society,EWS,750000,Engineering,Graduation,the OBC category,65% in Class 12 or equivalent,Research STEM Scholarship by Indian Science Society provides financial assistance to students in EWS category. The award amount is INR 126271 per year.,International,INR 126271,3 years,26th August 2025,Not Specified (likely Need-Based)
861,Haryana,Research STEM Scholarship by Tata Foundation,SC,0,Diploma,HSC,the General category,63% in Class 12 or equivalent,Research STEM Scholarship by Tata Foundation provides financial assistance to students in SC category. The award amount is INR 43503 per year.,International,INR 43503,3 years,29th July 2025,Not Specified (likely Need-Based)
862,Bihar,Innovation Medical Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,0,Engineering,Graduation,the all category,63% in Class 12 or equivalent,Innovation Medical Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 63602 per year.,NGO,INR 63602,4 years,16th June 2025,Not Specified (likely Need-Based)
863,Telangana,Innovation Engineering Scholarship by Indian Government,all,1000000,HSC,Medical,the ST category,60% in Class 12 or equivalent,Innovation Engineering Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 124356 per year.,Corporate,INR 124356,2 years,3th September 2025,Not Specified (likely Need-Based)
864,Maharashtra,Global Economics Scholarship by Indian Science Society,Minority,1000000,Post-Graduation,HSC,the EWS category,74% in Class 12 or equivalent,Global Economics Scholarship by Indian Science Society provides financial assistance to students in Minority category. The award amount is INR 105047 per year.,NGO,INR 105047,3 years,15th June 2025,Not Specified (likely Need-Based)
865,Gujarat,Community Economics Scholarship by Ambani Institute,General,1500000,Engineering,Engineering,the all category,80% in Class 12 or equivalent,Community Economics Scholarship by Ambani Institute provides financial assistance to students in General category. The award amount is INR 92075 per year.,Corporate,INR 92075,3 years,10th June 2025,Not Specified (likely Need-Based)
866,Uttarakhand,Innovation Economics Scholarship by Indian Education Trust,SC,750000,Graduation,Ph,the OBC category,52% in Class 12 or equivalent,Innovation Economics Scholarship by Indian Education Trust provides financial assistance to students in SC category. The award amount is INR 76966 per year.,Corporate,INR 76966,1 years,1th June 2025,Not Specified (likely Need-Based)
867,Rajasthan,Global Arts Scholarship by Mahatma Gandhi Trust,all,750000,Medical,HSC,the Minority category,66% in Class 12 or equivalent,Global Arts Scholarship by Mahatma Gandhi Trust provides financial assistance to students in all category. The award amount is INR 73711 per year.,Private,INR 73711,1 years,22th August 2025,Not Specified (likely Need-Based)
868,Kerala,Innovation Economics Scholarship by Mahatma Gandhi Trust,Minority,0,Post-Graduation,Medical,the Minority category,61% in Class 12 or equivalent,Innovation Economics Scholarship by Mahatma Gandhi Trust provides financial assistance to students in Minority category. The award amount is INR 86708 per year.,Corporate,INR 86708,4 years,21th July 2025,Not Specified (likely Need-Based)
869,Maharashtra,Community STEM Scholarship by Bharti Enterprises,Minority,0,Post-Graduation,Engineering,the SC category,62% in Class 12 or equivalent,Community STEM Scholarship by Bharti Enterprises provides financial assistance to students in Minority category. The award amount is INR 68031 per year.,Corporate,INR 68031,2 years,30th July 2025,Not Specified (likely Need-Based)
870,Tamil Nadu,Excellence Entrepreneurship Scholarship by Bharti Enterprises,General,500000,Engineering,Medical,the all category,51% in Class 12 or equivalent,Excellence Entrepreneurship Scholarship by Bharti Enterprises provides financial assistance to students in General category. The award amount is INR 124212 per year.,International,INR 124212,4 years,25th September 2025,Not Specified (likely Need-Based)
871,Punjab,Development Social Sciences Scholarship by Indian Science Society,ST,500000,Medical,Medical,the all category,79% in Class 12 or equivalent,Development Social Sciences Scholarship by Indian Science Society provides financial assistance to students in ST category. The award amount is INR 134364 per year.,Government,INR 134364,1 years,2th September 2025,Not Specified (likely Need-Based)
872,Karnataka,Merit Arts Scholarship by Tata Foundation,OBC,1500000,Diploma,Ph,the General category,59% in Class 12 or equivalent,Merit Arts Scholarship by Tata Foundation provides financial assistance to students in OBC category. The award amount is INR 39253 per year.,NGO,INR 39253,4 years,29th July 2025,Not Specified (likely Need-Based)
873,Rajasthan,Community Agriculture Scholarship by Ambani Institute,ST,1500000,Engineering,Graduation,the EWS category,87% in Class 12 or equivalent,Community Agriculture Scholarship by Ambani Institute provides financial assistance to students in ST category. The award amount is INR 96770 per year.,International,INR 96770,2 years,12th July 2025,Not Specified (likely Need-Based)
874,Maharashtra,Global Social Sciences Scholarship by IIT Foundation,OBC,500000,Graduation,Medical,the all category,87% in Class 12 or equivalent,Global Social Sciences Scholarship by IIT Foundation provides financial assistance to students in OBC category. The award amount is INR 105487 per year.,Private,INR 105487,2 years,6th August 2025,Not Specified (likely Need-Based)
875,Maharashtra,Youth Medical Scholarship by JNU Research,ST,1500000,Engineering,HSC,the OBC category,52% in Class 12 or equivalent,Youth Medical Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 48283 per year.,Corporate,INR 48283,1 years,29th June 2025,Not Specified (likely Need-Based)
876,Uttarakhand,Development Economics Scholarship by Dr. APJ Abdul Kalam Foundation,EWS,1000000,Medical,Post-Graduation,the Minority category,83% in Class 12 or equivalent,Development Economics Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in EWS category. The award amount is INR 13714 per year.,Private,INR 13714,1 years,21th July 2025,Not Specified (likely Need-Based)
877,Kerala,Global Law Scholarship by Dr. APJ Abdul Kalam Foundation,OBC,1000000,Graduation,Diploma,the ST category,87% in Class 12 or equivalent,Global Law Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in OBC category. The award amount is INR 29812 per year.,NGO,INR 29812,3 years,9th July 2025,Not Specified (likely Need-Based)
878,Gujarat,Excellence Law Scholarship by Dr. APJ Abdul Kalam Foundation,all,1000000,HSC,HSC,the SEBC category,90% in Class 12 or equivalent,Excellence Law Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in all category. The award amount is INR 9119 per year.,International,INR 9119,1 years,13th September 2025,Not Specified (likely Need-Based)
879,Karnataka,Global Engineering Scholarship by Mahatma Gandhi Trust,SC,1500000,Medical,Graduation,the SC category,66% in Class 12 or equivalent,Global Engineering Scholarship by Mahatma Gandhi Trust provides financial assistance to students in SC category. The award amount is INR 74686 per year.,International,INR 74686,4 years,3th September 2025,Not Specified (likely Need-Based)
880,Andhra Pradesh,Diversity Arts Scholarship by Mahatma Gandhi Trust,all,1500000,Post-Graduation,Ph,the SEBC category,73% in Class 12 or equivalent,Diversity Arts Scholarship by Mahatma Gandhi Trust provides financial assistance to students in all category. The award amount is INR 72650 per year.,Private,INR 72650,3 years,22th June 2025,Not Specified (likely Need-Based)
881,Madhya Pradesh,Leadership Entrepreneurship Scholarship by Dr. APJ Abdul Kalam Foundation,SC,1000000,Medical,Graduation,the General category,58% in Class 12 or equivalent,Leadership Entrepreneurship Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in SC category. The award amount is INR 88268 per year.,Government,INR 88268,2 years,7th September 2025,Not Specified (likely Need-Based)
882,Tamil Nadu,Development Entrepreneurship Scholarship by Indian Science Society,OBC,1500000,Engineering,Diploma,the Minority category,68% in Class 12 or equivalent,Development Entrepreneurship Scholarship by Indian Science Society provides financial assistance to students in OBC category. The award amount is INR 135685 per year.,Private,INR 135685,2 years,24th July 2025,Not Specified (likely Need-Based)
